gene	name
ECDH10B_2068	amyA
ECDH10B_2069	yedD
ECDH10B_2070	yedE
ECDH10B_2071	yedF
ECDH10B_2072	yedK
ECDH10B_2073	yedL
ECDH10B_2077	yedM
ECDH10B_2079	fliE
ECDH10B_2080	fliF
ECDH10B_2081	fliG
ECDH10B_2082	fliH
ECDH10B_2083	fliI
ECDH10B_2084	fliJ
ECDH10B_2085	fliK
ECDH10B_2086	fliL
ECDH10B_2087	fliM
ECDH10B_2088	fliN
ECDH10B_2089	fliO
ECDH10B_2090	fliP
ECDH10B_2091	fliQ
ECDH10B_2092	fliR
ECDH10B_2093	rcsA
ECDH10B_2094	dsrB
ECDH10B_2095	yodD
EBG00001089577	DsrA
ECDH10B_2097	yedP
ECDH10B_2098	yedQ
ECDH10B_2099	yodC
ECDH10B_2100	yedI
ECDH10B_2101	yedA
ECDH10B_2102	vsr
ECDH10B_2103	dcm
ECDH10B_2104	yedJ
ECDH10B_2105	yedR
EBG00001089642	rseX
ECDH10B_2110	hchA
ECDH10B_2111	yedV
ECDH10B_2112	yedW
ECDH10B_2113	yedX
ECDH10B_2115	yedZ
ECDH10B_2116	yodA
ECDH10B_2117	yodB
ECDH10B_2119	yeeI
ECDH10B_2121	yeeJ
ECDH10B_2125	shiA
ECDH10B_2126	amn
ECDH10B_2127	yeeN
ECDH10B_2129	yeeO
ECDH10B_2131	cbl
ECDH10B_2132	nac
ECDH10B_2134	erfK
ECDH10B_2135	cobT
ECDH10B_2136	cobS
ECDH10B_2137	cobU
ECDH10B_2138	insH-6
ECDH10B_2141	insD-3
ECDH10B_2142	insC-3
EBG00001089578	IS102
ECDH10B_2146	flu
ECDH10B_2147	yeeR
ECDH10B_2148	yeeS
ECDH10B_2149	yeeT
ECDH10B_2150	yeeU
ECDH10B_2151	yeeV
ECDH10B_2152	yeeW
ECDH10B_2153	yoeF
ECDH10B_2154	yeeX
ECDH10B_2155	yeeA
ECDH10B_2156	sbmC
ECDH10B_2157	dacD
ECDH10B_2158	sbcB
ECDH10B_2159	yeeD
ECDH10B_2160	yeeE
ECDH10B_2161	yeeF
EBG00001089667	STnc240
ECDH10B_2162	yeeY
ECDH10B_2163	yeeZ
ECDH10B_2164	yoeB
ECDH10B_2165	yefM
ECDH10B_2166	hisL
ECDH10B_2167	hisG
ECDH10B_2168	hisD
ECDH10B_2169	hisC
ECDH10B_2170	hisB
ECDH10B_2171	hisH
ECDH10B_2172	hisA
ECDH10B_2173	hisF
ECDH10B_2174	hisI
ECDH10B_2175	cld
ECDH10B_2176	ugd
ECDH10B_2177	gnd
ECDH10B_2180	insH-7
ECDH10B_2182	wbbK
ECDH10B_2183	wbbJ
ECDH10B_2184	wbbI
ECDH10B_2185	wbbH
ECDH10B_2186	glf
ECDH10B_2187	rfbX
ECDH10B_2188	rfbC
ECDH10B_2189	rfbA
ECDH10B_2190	rfbD
ECDH10B_2191	rfbB
ECDH10B_2192	galF
ECDH10B_2193	wcaM
ECDH10B_2194	wcaL
ECDH10B_2195	wcaK
ECDH10B_2196	wzxC
ECDH10B_2197	wcaJ
ECDH10B_2198	cpsG
ECDH10B_2199	cpsB
ECDH10B_2200	wcaI
ECDH10B_2201	nudD
ECDH10B_2202	fcl
ECDH10B_2203	gmd
ECDH10B_2204	wcaF
ECDH10B_2205	wcaE
ECDH10B_2206	wcaD
ECDH10B_2207	wcaC
ECDH10B_2208	wcaB
ECDH10B_2209	wcaA
ECDH10B_2210	wzc
ECDH10B_2211	wzb
ECDH10B_2212	wza
ECDH10B_2213	yegH
ECDH10B_2214	asmA
ECDH10B_2215	dcd
ECDH10B_2216	udk
ECDH10B_2217	yegE
ECDH10B_2218	alkA
ECDH10B_2219	yegD
ECDH10B_2220	yegI
ECDH10B_2221	yegJ
ECDH10B_2222	yegK
ECDH10B_2223	yegL
EBG00001089658	SIB_RNA
EBG00001089508	SIB_RNA
ECDH10B_2226	mdtA
ECDH10B_2227	mdtB
ECDH10B_2228	mdtC
ECDH10B_2229	mdtD
ECDH10B_2230	baeS
ECDH10B_2231	baeR
ECDH10B_2232	yegP
ECDH10B_2233	yegQ
EBG00001089616	CyaR_RyeE
ECDH10B_2235	ogrK
ECDH10B_2237	yegR
ECDH10B_2238	yegS
ECDH10B_2242	insE-5
ECDH10B_2243	insF-5
ECDH10B_2244	gatD
ECDH10B_2245	gatC
ECDH10B_2246	gatB
ECDH10B_2247	gatA
ECDH10B_2249	gatY
ECDH10B_2250	fbaB
ECDH10B_2251	yegT
ECDH10B_2252	yegU
ECDH10B_2253	yegV
ECDH10B_2254	yegW
ECDH10B_2255	yegX
ECDH10B_2256	thiD
ECDH10B_2257	thiM
ECDH10B_2258	rcnR
ECDH10B_2259	yohM
ECDH10B_2260	yohN
ECDH10B_2262	yehB
ECDH10B_2263	yehC
ECDH10B_2264	yehD
ECDH10B_2265	yehE
ECDH10B_2266	mrp
ECDH10B_2267	metG
ECDH10B_2272	yehI
ECDH10B_2273	yehK
EBG00001089586	OrzO-P
ECDH10B_2274	yehL
ECDH10B_2275	yehM
ECDH10B_2276	yehP
ECDH10B_2277	yehQ
ECDH10B_2278	yehR
ECDH10B_2279	yehS
ECDH10B_2280	yehT
ECDH10B_2281	yehU
ECDH10B_2282	mlrA
ECDH10B_2283	yohO
ECDH10B_2284	yehW
ECDH10B_2285	yehX
ECDH10B_2286	yehY
ECDH10B_2287	yehZ
ECDH10B_2288	bglX
ECDH10B_2289	dld
ECDH10B_2290	pbpG
ECDH10B_2291	yohC
ECDH10B_2292	yohD
ECDH10B_2293	yohF
ECDH10B_2294	yohG
ECDH10B_2296	yohH
ECDH10B_2297	dusC
ECDH10B_2298	yohJ
ECDH10B_2299	yohK
ECDH10B_2300	cdd
ECDH10B_2301	sanA
ECDH10B_2302	yeiS
ECDH10B_2303	yeiT
ECDH10B_2304	yeiA
ECDH10B_2305	mglC
ECDH10B_2307	mglB
ECDH10B_2308	galS
ECDH10B_2309	yeiB
ECDH10B_2310	folE
ECDH10B_2311	yeiG
ECDH10B_2312	cirA
ECDH10B_2313	lysP
ECDH10B_2314	yeiE
ECDH10B_2315	yeiH
ECDH10B_2316	nfo
ECDH10B_2317	yeiI
ECDH10B_2318	yeiJ
ECDH10B_2319	rihB
ECDH10B_2320	yeiL
ECDH10B_2321	yeiM
ECDH10B_2322	yeiN
ECDH10B_2323	yeiC
ECDH10B_2324	fruA
ECDH10B_2325	fruK
ECDH10B_2327	setB
ECDH10B_2328	yeiW
ECDH10B_2329	yeiP
ECDH10B_2330	yeiQ
ECDH10B_2331	yeiR
ECDH10B_2332	yeiU
ECDH10B_2333	spr
ECDH10B_2334	rtn
ECDH10B_2335	yejA
ECDH10B_2336	yejB
ECDH10B_2337	yejE
ECDH10B_2338	yejF
ECDH10B_2339	yejG
ECDH10B_2340	bcr
ECDH10B_2341	rsuA
ECDH10B_2342	yejH
ECDH10B_2343	rplY
ECDH10B_2344	yejK
ECDH10B_2345	yejL
ECDH10B_2346	yejM
ECDH10B_2348	yejO
ECDH10B_2349	insH-8
ECDH10B_2350	narP
ECDH10B_2351	ccmH
ECDH10B_2352	ccmG
ECDH10B_2353	ccmF
ECDH10B_2354	ccmE
ECDH10B_2355	ccmD
ECDH10B_2356	ccmC
ECDH10B_2357	ccmB
ECDH10B_2358	ccmA
ECDH10B_2359	napC
ECDH10B_2360	napB
ECDH10B_2361	napH
ECDH10B_2362	napG
ECDH10B_2363	napA
ECDH10B_2364	napD
ECDH10B_2365	napF
ECDH10B_2366	eco
ECDH10B_2367	mqo
ECDH10B_2368	yojI
ECDH10B_2369	alkB
ECDH10B_2370	ada
ECDH10B_2371	yojL
ECDH10B_2372	ompC
EBG00001089664	MicF
ECDH10B_2374	rcsD
ECDH10B_2375	rcsB
ECDH10B_2376	rcsC
ECDH10B_2377	atoS
ECDH10B_2378	atoC
ECDH10B_2379	atoD
ECDH10B_2380	atoA
ECDH10B_2381	atoE
ECDH10B_2382	atoB
ECDH10B_2383	yfaP
ECDH10B_2384	yfaQ
ECDH10B_2388	yfaT
ECDH10B_2389	yfaA
ECDH10B_2390	gyrA
ECDH10B_2391	ubiG
ECDH10B_2392	yfaL
ECDH10B_2393	nrdA
ECDH10B_2394	nrdB
ECDH10B_2395	yfaE
ECDH10B_2396	inaA
ECDH10B_2397	yfaH
ECDH10B_2398	glpQ
ECDH10B_2399	glpT
ECDH10B_2400	glpA
ECDH10B_2401	glpB
ECDH10B_2402	glpC
ECDH10B_2403	yfaD
ECDH10B_2405	yfaU
ECDH10B_2406	yfaV
ECDH10B_2407	yfaW
ECDH10B_2408	yfaX
ECDH10B_2409	yfaY
ECDH10B_2410	yfaZ
ECDH10B_2411	yfaO
ECDH10B_2412	ais
ECDH10B_2413	arnB
ECDH10B_2414	arnC
ECDH10B_2415	arnA
ECDH10B_2416	yfbH
ECDH10B_2417	arnT
ECDH10B_2418	yfbW
ECDH10B_2419	yfbJ
ECDH10B_2420	pmrD
ECDH10B_2421	menE
ECDH10B_2422	menC
ECDH10B_2423	menB
ECDH10B_2424	yfbB
ECDH10B_2425	menD
ECDH10B_2426	menF
ECDH10B_2427	elaB
ECDH10B_2428	elaA
ECDH10B_2431	elaD
ECDH10B_2433	yfbL
ECDH10B_2434	yfbM
ECDH10B_2435	yfbN
ECDH10B_2436	yfbO
ECDH10B_2437	yfbP
ECDH10B_2438	nuoN
ECDH10B_2439	nuoM
ECDH10B_2440	nuoL
ECDH10B_2441	nuoK
ECDH10B_2442	nuoJ
ECDH10B_2443	nuoI
ECDH10B_2444	nuoH
ECDH10B_2445	nuoG
ECDH10B_2446	nuoF
ECDH10B_2447	nuoE
ECDH10B_2448	nuoC
ECDH10B_2449	nuoB
ECDH10B_2450	nuoA
ECDH10B_2451	lrhA
ECDH10B_2452	yfbQ
ECDH10B_2453	yfbR
ECDH10B_2455	yfbT
ECDH10B_2456	yfbU
ECDH10B_2457	yfbV
ECDH10B_2458	ackA
ECDH10B_2459	pta
ECDH10B_2460	yfcC
ECDH10B_2461	yfcD
ECDH10B_2462	yfcE
ECDH10B_2463	yfcF
ECDH10B_2464	yfcG
ECDH10B_2465	folX
ECDH10B_2466	yfcH
ECDH10B_2467	yfcI
ECDH10B_2468	hisP
ECDH10B_2469	hisM
ECDH10B_2470	hisQ
ECDH10B_2471	hisJ
ECDH10B_2472	argT
ECDH10B_2473	ubiX
ECDH10B_2474	purF
ECDH10B_2475	cvpA
ECDH10B_2476	dedD
ECDH10B_2477	folC
ECDH10B_2478	accD
ECDH10B_2479	dedA
ECDH10B_2480	truA
ECDH10B_2481	usg
ECDH10B_2482	pdxB
ECDH10B_2483	flk
ECDH10B_2484	yfcJ
ECDH10B_2485	fabB
ECDH10B_2486	mnmC
ECDH10B_2487	yfcL
ECDH10B_2488	yfcM
ECDH10B_2489	yfcA
ECDH10B_2490	mepA
ECDH10B_2491	aroC
ECDH10B_2492	prmB
ECDH10B_2493	yfcN
ECDH10B_2494	yfcO
ECDH10B_2495	yfcP
ECDH10B_2496	yfcQ
ECDH10B_2497	yfcR
ECDH10B_2498	yfcS
ECDH10B_2499	yfcT
ECDH10B_2500	yfcU
ECDH10B_2502	yfcV
ECDH10B_2503	sixA
ECDH10B_2504	fadJ
ECDH10B_2505	yfcY
ECDH10B_2506	yfcZ
ECDH10B_2507	fadL
ECDH10B_2508	yfdF
ECDH10B_2509	vacJ
ECDH10B_2510	yfdC
ECDH10B_2512	intS
ECDH10B_2513	yfdG
ECDH10B_2514	yfdH
ECDH10B_2515	yfdI
ECDH10B_2517	yfdK
ECDH10B_2518	yfdL
ECDH10B_2519	yfdM
ECDH10B_2520	yfdN
ECDH10B_2521	yfdO
ECDH10B_2522	yfdP
ECDH10B_2523	yfdQ
ECDH10B_2524	yfdR
ECDH10B_2525	yfdS
ECDH10B_2526	yfdT
ECDH10B_2527	ypdJ
ECDH10B_2528	torI
ECDH10B_2529	dsdC
ECDH10B_2530	dsdX
ECDH10B_2531	dsdA
ECDH10B_2532	emrY
ECDH10B_2533	emrK
ECDH10B_2534	evgA
ECDH10B_2536	yfdE
ECDH10B_2537	yfdV
ECDH10B_2538	oxc
ECDH10B_2539	frc
ECDH10B_2540	yfdX
ECDH10B_2541	ypdI
ECDH10B_2542	yfdY
ECDH10B_2543	lpxP
ECDH10B_2544	yfdZ
ECDH10B_2545	ypdA
ECDH10B_2546	ypdB
ECDH10B_2547	ypdC
ECDH10B_2548	ypdD
ECDH10B_2549	ypdE
ECDH10B_2550	ypdF
ECDH10B_2551	ypdG
ECDH10B_2552	ypdH
ECDH10B_2553	glk
ECDH10B_2554	yfeO
ECDH10B_2555	ypeC
ECDH10B_2556	mntH
ECDH10B_2557	nupC
ECDH10B_2558	insL-3
ECDH10B_2559	yfeA
ECDH10B_2562	yfeC
ECDH10B_2563	yfeD
ECDH10B_2564	gltX
ECDH10B_2569	xapR
ECDH10B_2570	xapB
ECDH10B_2571	xapA
ECDH10B_2572	yfeN
ECDH10B_2573	yfeR
ECDH10B_2574	yfeH
ECDH10B_2575	ypeB
ECDH10B_2576	ligA
ECDH10B_2577	zipA
ECDH10B_2578	cysZ
ECDH10B_2579	cysK
ECDH10B_2580	ptsH
ECDH10B_2581	ptsI
ECDH10B_2582	crr
ECDH10B_2583	pdxK
ECDH10B_2584	yfeK
ECDH10B_2585	yfeS
ECDH10B_2586	cysM
ECDH10B_2587	cysA
ECDH10B_2588	cysW
ECDH10B_2589	cysU
ECDH10B_2590	cysP
ECDH10B_2591	ucpA
ECDH10B_2592	yfeT
ECDH10B_2593	yfeU
ECDH10B_2594	murP
ECDH10B_2595	yfeW
ECDH10B_2596	yfeX
ECDH10B_2597	yfeY
ECDH10B_2598	yfeZ
ECDH10B_2599	ypeA
ECDH10B_2600	amiA
ECDH10B_2601	hemF
ECDH10B_2602	yfeG
ECDH10B_2603	yffI
ECDH10B_2604	eutL
ECDH10B_2605	eutC
ECDH10B_2606	eutB
ECDH10B_2607	intZ
ECDH10B_2608	yffL
ECDH10B_2609	yffM
ECDH10B_2610	yffN
ECDH10B_2611	yffO
ECDH10B_2612	yffP
ECDH10B_2613	yffQ
ECDH10B_2614	yffR
ECDH10B_2615	yffS
ECDH10B_2616	eutA
ECDH10B_2617	eutH
ECDH10B_2618	eutG
ECDH10B_2619	eutJ
ECDH10B_2620	eutE
ECDH10B_2621	cchB
ECDH10B_2622	cchA
ECDH10B_2623	eutI
ECDH10B_2624	eutT
ECDH10B_2625	eutQ
ECDH10B_2626	eutP
ECDH10B_2627	ypfE
ECDH10B_2628	maeB
ECDH10B_2629	talA
ECDH10B_2630	tktB
ECDH10B_2631	ypfG
ECDH10B_2632	yffH
ECDH10B_2633	aegA
ECDH10B_2634	narQ
ECDH10B_2635	acrD
ECDH10B_2636	yffB
ECDH10B_2637	dapE
ECDH10B_2638	ypfN
ECDH10B_2639	ypfH
ECDH10B_2640	ypfI
ECDH10B_2641	ypfJ
ECDH10B_2642	purC
ECDH10B_2643	nlpB
ECDH10B_2644	dapA
ECDH10B_2645	gcvR
ECDH10B_2646	bcp
ECDH10B_2647	hyfA
ECDH10B_2648	hyfB
ECDH10B_2649	hyfC
ECDH10B_2650	hyfD
ECDH10B_2651	hyfE
ECDH10B_2652	hyfF
ECDH10B_2653	hyfG
ECDH10B_2654	hyfH
ECDH10B_2655	hyfI
ECDH10B_2656	hyfJ
ECDH10B_2657	hyfR
ECDH10B_2658	focB
ECDH10B_2659	yfgO
ECDH10B_2660	yfgC
ECDH10B_2661	yfgD
ECDH10B_2662	hda
ECDH10B_2663	uraA
ECDH10B_2664	upp
ECDH10B_2665	purM
ECDH10B_2666	purN
ECDH10B_2667	ppk
ECDH10B_2668	ppx
ECDH10B_2669	yfgF
ECDH10B_2670	yfgG
ECDH10B_2671	yfgH
ECDH10B_2672	yfgI
ECDH10B_2673	guaA
ECDH10B_2674	guaB
ECDH10B_2675	xseA
ECDH10B_2676	yfgJ
ECDH10B_2677	der
ECDH10B_2678	yfgL
ECDH10B_2679	yfgM
ECDH10B_2680	hisS
EBG00001089600	sroE
ECDH10B_2681	ispG
ECDH10B_2682	yfgA
ECDH10B_2683	yfgB
ECDH10B_2684	ndk
ECDH10B_2685	pbpC
ECDH10B_2686	yfhM
ECDH10B_2687	sseA
EBG00001089582	IS128
EBG00001089659	ryfA
ECDH10B_2689	sseB
ECDH10B_2690	pepB
ECDH10B_2691	yfhJ
ECDH10B_2692	fdx
ECDH10B_2693	hscA
ECDH10B_2694	hscB
ECDH10B_2695	iscA
ECDH10B_2696	iscU
ECDH10B_2697	iscS
ECDH10B_2698	iscR
ECDH10B_2699	yfhQ
ECDH10B_2700	suhB
ECDH10B_2701	yfhR
ECDH10B_2702	csiE
ECDH10B_2703	hcaT
ECDH10B_2704	hcaR
ECDH10B_2705	hcaE
ECDH10B_2706	hcaF
ECDH10B_2707	hcaC
ECDH10B_2708	hcaB
ECDH10B_2709	hcaD
ECDH10B_2710	yphA
ECDH10B_2711	yphB
ECDH10B_2712	yphC
ECDH10B_2713	yphD
ECDH10B_2714	yphE
ECDH10B_2715	yphF
ECDH10B_2716	yphG
ECDH10B_2717	yphH
ECDH10B_2718	glyA
ECDH10B_2719	hmp
ECDH10B_2720	glnB
ECDH10B_2721	yfhA
ECDH10B_2722	yfhG
ECDH10B_2723	yfhK
EBG00001089619	GlmZ_SraJ
EBG00001089703	GlmY_tke1
ECDH10B_2725	purL
ECDH10B_2726	yfhD
ECDH10B_2727	tadA
ECDH10B_2728	yfhB
ECDH10B_2729	yfhH
ECDH10B_2730	yfhL
EBG00001089511	ohsC_RNA
ECDH10B_2732	pdxJ
ECDH10B_2733	recO
ECDH10B_2734	era
ECDH10B_2735	rnc
ECDH10B_2736	lepB
ECDH10B_2737	lepA
ECDH10B_2738	rseC
ECDH10B_2739	rseB
ECDH10B_2740	rseA
ECDH10B_2741	rpoE
ECDH10B_2742	nadB
ECDH10B_2743	yfiC
ECDH10B_2744	srmB
ECDH10B_2745	yfiE
ECDH10B_2746	yfiK
ECDH10B_2747	yfiD
ECDH10B_2748	ung
ECDH10B_2749	yfiF
ECDH10B_2750	trxC
ECDH10B_2751	yfiP
ECDH10B_2752	yfiQ
ECDH10B_2753	pssA
ECDH10B_2754	yfiM
ECDH10B_2755	kgtP
ECDH10B_2760	clpB
ECDH10B_2761	yfiH
ECDH10B_2762	rluD
ECDH10B_2763	yfiO
ECDH10B_2764	yfiA
ECDH10B_2765	pheL
ECDH10B_2766	pheA
ECDH10B_2767	tyrA
ECDH10B_2768	aroF
ECDH10B_2769	yfiL
ECDH10B_2770	yfiR
ECDH10B_2771	yfiN
ECDH10B_2772	yfiB
ECDH10B_2773	rplS
ECDH10B_2774	trmD
ECDH10B_2775	rimM
ECDH10B_2776	rpsP
ECDH10B_2777	ffh
ECDH10B_2779	yfjD
ECDH10B_2780	grpE
ECDH10B_2781	yfjB
ECDH10B_2782	recN
ECDH10B_2783	smpA
ECDH10B_2784	yfjF
ECDH10B_2785	yfjG
ECDH10B_2786	smpB
ECDH10B_2787	ssrA
ECDH10B_2789	yfjH
ECDH10B_2790	alpA
ECDH10B_2791	yfjI
ECDH10B_2792	yfjJ
ECDH10B_2793	yfjK
ECDH10B_2794	yfjL
ECDH10B_2795	yfjM
ECDH10B_2796	yfjN
ECDH10B_2797	yfjO
ECDH10B_2798	yfjP
ECDH10B_2799	yfjQ
ECDH10B_2800	yfjR
ECDH10B_2801	ypjK
ECDH10B_2802	yfjS
ECDH10B_2803	yfjT
ECDH10B_2804	yfjU
ECDH10B_2805	ypjL
ECDH10B_2806	yfjV
ECDH10B_2809	yfjW
ECDH10B_2810	yfjX
ECDH10B_2811	yfjY
ECDH10B_2812	ypjJ
ECDH10B_2813	yfjZ
ECDH10B_2814	ypjF
ECDH10B_2826	ygaT
ECDH10B_2827	ygaF
ECDH10B_2829	gabT
ECDH10B_2830	gabP
ECDH10B_2831	csiR
ECDH10B_2832	ygaU
ECDH10B_2833	yqaE
ECDH10B_2834	ygaV
ECDH10B_2835	ygaP
ECDH10B_2836	stpA
ECDH10B_2837	ygaW
ECDH10B_2838	ygaC
ECDH10B_2840	nrdH
ECDH10B_2841	nrdI
ECDH10B_2842	nrdE
ECDH10B_2843	nrdF
ECDH10B_2844	proW
ECDH10B_2845	proX
ECDH10B_2849	ygaZ
ECDH10B_2850	ygaH
ECDH10B_2852	emrA
ECDH10B_2853	emrB
ECDH10B_2854	luxS
EBG00001089623	MicA
ECDH10B_2856	gshA
ECDH10B_2857	yqaA
ECDH10B_2858	yqaB
ECDH10B_2864	csrA
ECDH10B_2865	alaS
ECDH10B_2866	recX
ECDH10B_2868	ygaD
ECDH10B_2869	mltB
ECDH10B_2870	srlA
ECDH10B_2871	srlE
ECDH10B_2872	srlB
ECDH10B_2873	srlD
ECDH10B_2874	gutM
ECDH10B_2875	srlR
ECDH10B_2876	gutQ
ECDH10B_2877	norR
ECDH10B_2878	norV
ECDH10B_2879	norW
ECDH10B_2880	hypF
ECDH10B_2881	hydN
ECDH10B_2882	ascG
ECDH10B_2883	ascF
ECDH10B_2884	ascB
ECDH10B_2885	hycI
ECDH10B_2886	hycH
ECDH10B_2887	hycG
ECDH10B_2888	hycF
ECDH10B_2889	hycE
ECDH10B_2890	hycD
ECDH10B_2891	hycC
ECDH10B_2892	hycB
ECDH10B_2893	hycA
ECDH10B_2894	hypA
ECDH10B_2895	hypB
ECDH10B_2896	hypC
ECDH10B_2897	hypD
ECDH10B_2898	hypE
ECDH10B_2899	fhlA
ECDH10B_2900	ygbA
ECDH10B_2901	mutS
ECDH10B_2902	pphB
ECDH10B_2903	ygbI
ECDH10B_2904	ygbJ
ECDH10B_2905	ygbK
ECDH10B_2907	ygbM
ECDH10B_2908	ygbN
ECDH10B_2909	rpoS
ECDH10B_2910	nlpD
ECDH10B_2911	pcm
ECDH10B_2912	surE
ECDH10B_2913	truD
ECDH10B_2914	ispF
ECDH10B_2915	ispD
ECDH10B_2916	ftsB
ECDH10B_2917	ygbE
ECDH10B_2918	cysC
ECDH10B_2919	cysN
ECDH10B_2920	cysD
ECDH10B_2921	iap
ECDH10B_2922	ygbF
ECDH10B_2923	ygbT
ECDH10B_2924	ygcH
ECDH10B_2925	ygcI
ECDH10B_2926	ygcJ
ECDH10B_2927	ygcK
ECDH10B_2928	ygcL
ECDH10B_2929	ygcB
EBG00001089666	sok
ECDH10B_2930	cysH
ECDH10B_2932	cysJ
ECDH10B_2933	sscR
ECDH10B_2934	ygcN
ECDH10B_2935	ygcO
ECDH10B_2936	ygcP
ECDH10B_2937	ygcQ
ECDH10B_2938	ygcR
ECDH10B_2939	ygcS
ECDH10B_2940	ygcU
ECDH10B_2941	ygcW
ECDH10B_2942	yqcE
ECDH10B_2943	ygcE
ECDH10B_2944	ygcF
ECDH10B_2946	eno
ECDH10B_2947	pyrG
ECDH10B_2948	mazG
ECDH10B_2949	chpA
ECDH10B_2950	chpR
ECDH10B_2953	rumA
ECDH10B_2954	barA
ECDH10B_2955	gudD
ECDH10B_2956	gudX
ECDH10B_2957	gudP
ECDH10B_2958	yqcA
ECDH10B_2959	truC
ECDH10B_2960	yqcC
EBG00001089584	CsrB
ECDH10B_2962	syd
ECDH10B_2963	queF
ECDH10B_2964	ygdH
ECDH10B_2965	sdaC
ECDH10B_2966	sdaB
ECDH10B_2967	ygdG
ECDH10B_2968	fucO
ECDH10B_2969	fucA
ECDH10B_2970	fucP
ECDH10B_2971	fucI
ECDH10B_2972	fucK
ECDH10B_2973	fucU
ECDH10B_2974	fucR
ECDH10B_2975	ygdE
ECDH10B_2976	ygdD
ECDH10B_2977	gcvA
ECDH10B_2979	ygdI
ECDH10B_2980	csdA
ECDH10B_2981	ygdK
ECDH10B_2982	ygdL
ECDH10B_2983	mltA
ECDH10B_2987	amiC
ECDH10B_2988	argA
ECDH10B_2989	recD
ECDH10B_2990	recB
ECDH10B_2991	ptrA
ECDH10B_2992	recC
ECDH10B_2993	ppdC
ECDH10B_2994	ygdB
ECDH10B_2995	ppdB
ECDH10B_2996	ppdA
ECDH10B_2997	thyA
ECDH10B_2998	lgt
ECDH10B_2999	ptsP
ECDH10B_3000	nudH
ECDH10B_3001	mutH
ECDH10B_3002	ygdQ
ECDH10B_3003	ygdR
ECDH10B_3004	tas
ECDH10B_3005	ygeD
ECDH10B_3006	aas
EBG00001089534	OmrA-B
EBG00001089561	OmrA-B
ECDH10B_3009	galR
ECDH10B_3010	lysA
ECDH10B_3011	lysR
ECDH10B_3012	ygeA
ECDH10B_3013	araE
ECDH10B_3014	kduD
ECDH10B_3015	kduI
ECDH10B_3016	yqeF
ECDH10B_3017	yqeG
ECDH10B_3018	yqeH
ECDH10B_3019	yqeI
ECDH10B_3020	yqeJ
ECDH10B_3021	yqeK
ECDH10B_3022	ygeF
ECDH10B_3023	ygeG
ECDH10B_3024	ygeH
ECDH10B_3025	ygeI
ECDH10B_3028	ygeK
ECDH10B_3029	ygeL
ECDH10B_3030	ygeM
ECDH10B_3033	ygeO
ECDH10B_3034	insD-4
ECDH10B_3035	insC-4
ECDH10B_3040	ygeR
ECDH10B_3041	xdhA
ECDH10B_3042	xdhB
ECDH10B_3043	xdhC
ECDH10B_3044	ygeV
ECDH10B_3045	ygeW
ECDH10B_3046	ygeX
ECDH10B_3047	ygeY
ECDH10B_3048	hyuA
ECDH10B_3049	yqeA
ECDH10B_3050	yqeB
ECDH10B_3051	yqeC
ECDH10B_3052	ygfJ
ECDH10B_3053	ygfK
ECDH10B_3054	ssnA
ECDH10B_3055	ygfM
ECDH10B_3056	xdhD
ECDH10B_3057	ygfO
ECDH10B_3058	guaD
ECDH10B_3059	ygfQ
ECDH10B_3061	ygfT
ECDH10B_3062	ygfU
ECDH10B_3063	idi
ECDH10B_3064	lysS
ECDH10B_3065	prfB
ECDH10B_3066	recJ
ECDH10B_3067	dsbC
ECDH10B_3068	xerD
ECDH10B_3069	fldB
ECDH10B_3070	ygfX
ECDH10B_3071	ygfY
ECDH10B_3072	ygfZ
ECDH10B_3073	yqfA
ECDH10B_3074	yqfB
ECDH10B_3075	bglA
ECDH10B_3076	ygfF
ECDH10B_3077	gcvP
ECDH10B_3078	gcvH
ECDH10B_3080	visC
ECDH10B_3081	ubiH
ECDH10B_3082	pepP
ECDH10B_3083	ygfB
ECDH10B_3084	zapA
ECDH10B_3086	ygfA
EBG00001089675	SIB_RNA
ECDH10B_3088	serA
ECDH10B_3089	rpiA
ECDH10B_3090	yqfE
ECDH10B_3091	argP
ECDH10B_3093	argK
ECDH10B_3094	ygfG
ECDH10B_3096	ygfI
ECDH10B_3097	yggE
ECDH10B_3098	argO
ECDH10B_3099	mscS
ECDH10B_3100	fbaA
ECDH10B_3101	pgk
ECDH10B_3102	epd
ECDH10B_3103	yggC
ECDH10B_3104	yggD
ECDH10B_3105	yggF
ECDH10B_3106	yggP
ECDH10B_3110	tktA
ECDH10B_3111	yggG
ECDH10B_3112	speB
ECDH10B_3113	speA
ECDH10B_3114	yqgB
ECDH10B_3115	yqgC
ECDH10B_3116	yqgD
ECDH10B_3117	metK
ECDH10B_3119	sprT
ECDH10B_3121	yggJ
ECDH10B_3122	gshB
ECDH10B_3123	yqgE
ECDH10B_3124	yqgF
ECDH10B_3125	yggR
ECDH10B_3126	yggS
ECDH10B_3127	yggT
ECDH10B_3128	yggU
ECDH10B_3129	yggV
ECDH10B_3130	yggW
ECDH10B_3131	yggM
ECDH10B_3132	ansB
ECDH10B_3133	yggN
ECDH10B_3134	yggL
ECDH10B_3135	trmI
ECDH10B_3136	mutY
ECDH10B_3137	yggX
ECDH10B_3138	mltC
EBG00001089717	RNA-OUT
ECDH10B_3141	pppA
ECDH10B_3142	yghG
ECDH10B_3143	yghF
ECDH10B_3145	yghD
