gene	name
ECDH10B_1034	yccT
ECDH10B_1035	yccU
ECDH10B_1036	hspQ
ECDH10B_1037	yccW
ECDH10B_1038	yccX
ECDH10B_1039	yccK
ECDH10B_1040	yccA
ECDH10B_1042	hyaA
ECDH10B_1043	hyaB
ECDH10B_1044	hyaC
ECDH10B_1045	hyaD
ECDH10B_1046	hyaE
ECDH10B_1047	hyaF
ECDH10B_1048	appC
ECDH10B_1049	appB
ECDH10B_1050	appA
ECDH10B_1051	etk
ECDH10B_1052	etp
ECDH10B_1053	gfcE
ECDH10B_1054	gfcD
ECDH10B_1055	gfcC
ECDH10B_1056	gfcB
ECDH10B_1057	gfcA
ECDH10B_1058	insA-4
ECDH10B_1059	insB-4
ECDH10B_1060	cspH
ECDH10B_1061	cspG
ECDH10B_1062	ymcE
ECDH10B_1063	gnsA
ECDH10B_1064	yccM
ECDH10B_1065	torS
ECDH10B_1066	torT
ECDH10B_1067	torR
ECDH10B_1068	torC
ECDH10B_1069	torA
ECDH10B_1070	torD
ECDH10B_1071	cbpM
ECDH10B_1072	cbpA
ECDH10B_1073	yccE
ECDH10B_1074	agp
ECDH10B_1075	yccJ
ECDH10B_1076	wrbA
ECDH10B_1077	ymdF
ECDH10B_1078	rutG
ECDH10B_1079	rutF
ECDH10B_1080	rutE
ECDH10B_1081	rutD
ECDH10B_1082	rutC
ECDH10B_1083	rutB
ECDH10B_1084	rutA
ECDH10B_1085	rutR
ECDH10B_1086	putA
ECDH10B_1087	putP
ECDH10B_1091	efeO
ECDH10B_1092	efeB
ECDH10B_1093	phoH
ECDH10B_1094	pgaD
ECDH10B_1095	pgaC
ECDH10B_1096	pgaB
ECDH10B_1097	pgaA
ECDH10B_1100	insF-4
ECDH10B_1101	insE-4
ECDH10B_1103	ycdU
ECDH10B_1105	ycdW
ECDH10B_1106	ycdX
ECDH10B_1107	ycdY
ECDH10B_1108	ycdZ
ECDH10B_1109	csgG
ECDH10B_1110	csgF
ECDH10B_1111	csgE
ECDH10B_1112	csgD
ECDH10B_1113	csgB
ECDH10B_1114	csgA
ECDH10B_1115	csgC
ECDH10B_1116	ymdA
ECDH10B_1117	ymdB
ECDH10B_1118	ymdC
ECDH10B_1119	mdoC
ECDH10B_1120	mdoG
ECDH10B_1121	mdoH
ECDH10B_1122	yceK
ECDH10B_1123	msyB
ECDH10B_1124	mdtG
ECDH10B_1125	lpxL
ECDH10B_1126	yceA
ECDH10B_1127	yceI
ECDH10B_1128	yceJ
ECDH10B_1129	yceO
ECDH10B_1130	solA
ECDH10B_1131	bssS
ECDH10B_1132	dinI
ECDH10B_1133	pyrC
ECDH10B_1134	yceB
ECDH10B_1135	grxB
ECDH10B_1136	mdtH
ECDH10B_1137	rimJ
ECDH10B_1138	yceH
ECDH10B_1139	mviM
ECDH10B_1140	yceN
ECDH10B_1141	flgN
ECDH10B_1142	flgM
ECDH10B_1143	flgA
ECDH10B_1144	flgB
ECDH10B_1145	flgC
ECDH10B_1146	flgD
ECDH10B_1147	flgE
ECDH10B_1148	flgF
ECDH10B_1149	flgG
ECDH10B_1150	flgH
ECDH10B_1151	flgI
ECDH10B_1152	flgJ
ECDH10B_1153	flgK
ECDH10B_1154	flgL
ECDH10B_1155	rne
ECDH10B_1156	yceQ
ECDH10B_1157	rluC
ECDH10B_1158	yceF
EBG00001089648	SraB
ECDH10B_1160	yceD
ECDH10B_1161	rpmF
ECDH10B_1162	plsX
ECDH10B_1163	fabH
ECDH10B_1164	fabD
ECDH10B_1165	fabG
ECDH10B_1166	acpP
ECDH10B_1167	fabF
ECDH10B_1168	pabC
ECDH10B_1169	yceG
ECDH10B_1170	tmk
ECDH10B_1171	holB
ECDH10B_1172	ycfH
ECDH10B_1173	ptsG
ECDH10B_1174	fhuE
ECDH10B_1175	hinT
ECDH10B_1176	ycfL
ECDH10B_1177	ycfM
ECDH10B_1178	thiK
ECDH10B_1179	nagZ
ECDH10B_1180	ycfP
ECDH10B_1181	ndh
ECDH10B_1182	ycfJ
ECDH10B_1183	ycfQ
ECDH10B_1184	ycfR
ECDH10B_1185	ycfS
ECDH10B_1186	mfd
ECDH10B_1187	ycfT
ECDH10B_1188	lolC
ECDH10B_1189	lolD
ECDH10B_1190	lolE
ECDH10B_1191	nagK
ECDH10B_1192	cobB
ECDH10B_1193	ycfZ
ECDH10B_1194	ymfA
ECDH10B_1195	potD
ECDH10B_1196	potC
ECDH10B_1197	potB
ECDH10B_1198	potA
ECDH10B_1199	pepT
ECDH10B_1200	ycfD
ECDH10B_1201	phoQ
ECDH10B_1202	phoP
ECDH10B_1203	purB
ECDH10B_1204	hflD
ECDH10B_1205	mnmA
ECDH10B_1206	nudJ
ECDH10B_1207	rluE
ECDH10B_1208	icd
ECDH10B_1209	elbA
ECDH10B_1210	ycgX
ECDH10B_1211	ycgE
ECDH10B_1212	ycgF
ECDH10B_1213	ycgZ
ECDH10B_1214	ymgA
ECDH10B_1215	ymgB
ECDH10B_1216	ymgC
ECDH10B_1217	ycgG
ECDH10B_1218	ymgF
ECDH10B_1222	ymgD
ECDH10B_1223	ymgG
ECDH10B_1224	ymgI
ECDH10B_1225	ymgJ
ECDH10B_1227	minE
ECDH10B_1228	minD
ECDH10B_1229	minC
ECDH10B_1230	ycgJ
ECDH10B_1231	ycgK
ECDH10B_1232	ycgL
ECDH10B_1233	ycgM
ECDH10B_1234	ycgN
ECDH10B_1235	hlyE
EBG00001089671	C0299
ECDH10B_1236	umuD
ECDH10B_1237	umuC
ECDH10B_1238	dsbB
ECDH10B_1239	nhaB
ECDH10B_1240	fadR
ECDH10B_1241	ycgB
ECDH10B_1242	dadA
ECDH10B_1243	dadX
ECDH10B_1244	cvrA
ECDH10B_1245	ldcA
ECDH10B_1246	emtA
ECDH10B_1247	ycgR
ECDH10B_1248	ymgE
ECDH10B_1249	ycgY
ECDH10B_1250	treA
ECDH10B_1251	dhaM
ECDH10B_1252	dhaL
ECDH10B_1253	dhaK
ECDH10B_1254	dhaR
ECDH10B_1255	ycgV
ECDH10B_1256	ychF
ECDH10B_1257	pth
ECDH10B_1258	ychH
ECDH10B_1259	ychM
ECDH10B_1260	prsA
ECDH10B_1261	ispE
ECDH10B_1262	lolB
ECDH10B_1263	hemA
ECDH10B_1264	prfA
ECDH10B_1265	prmC
ECDH10B_1266	ychQ
ECDH10B_1267	ychA
ECDH10B_1268	kdsA
ECDH10B_1269	ldrA
EBG00001089514	rdlD
ECDH10B_1271	ldrB
EBG00001089624	rdlD
ECDH10B_1273	ldrC
EBG00001089601	rdlD
ECDH10B_1275	chaA
ECDH10B_1276	chaB
ECDH10B_1277	chaC
ECDH10B_1278	ychN
ECDH10B_1279	ychO
ECDH10B_1280	narL
ECDH10B_1281	narX
ECDH10B_1282	narK
ECDH10B_1283	narG
ECDH10B_1284	narH
ECDH10B_1285	narJ
ECDH10B_1286	narI
ECDH10B_1287	ychS
ECDH10B_1289	tpr
ECDH10B_1292	purU
ECDH10B_1293	ychJ
ECDH10B_1294	rssA
ECDH10B_1295	rssB
ECDH10B_1296	galU
ECDH10B_1297	hns
ECDH10B_1298	tdk
ECDH10B_1302	adhE
ECDH10B_1303	ychE
ECDH10B_1305	oppA
ECDH10B_1306	oppB
ECDH10B_1307	oppC
ECDH10B_1308	oppD
ECDH10B_1309	oppF
ECDH10B_1310	yciU
ECDH10B_1311	cls
ECDH10B_1312	kch
ECDH10B_1313	int
ECDH10B_1314	xis
ECDH10B_1315	biotype=protein_coding
ECDH10B_1317	biotype=protein_coding
ECDH10B_1318	exo
ECDH10B_1319	bet
ECDH10B_1320	biotype=protein_coding
ECDH10B_1321	biotype=protein_coding
ECDH10B_1322	biotype=protein_coding
ECDH10B_1323	kil
ECDH10B_1324	biotype=protein_coding
ECDH10B_1325	biotype=protein_coding
ECDH10B_1326	N
ECDH10B_1327	40
ECDH10B_1328	cI
ECDH10B_1329	30
ECDH10B_1330	cII
ECDH10B_1331	15
ECDH10B_1332	14
ECDH10B_1333	biotype=protein_coding
ECDH10B_1334	biotype=protein_coding
ECDH10B_1335	biotype=protein_coding
ECDH10B_1336	rap
ECDH10B_1337	17
ECDH10B_1338	18
ECDH10B_1339	19
ECDH10B_1340	Rz
ECDH10B_1341	Rz1
ECDH10B_1342	rha
ECDH10B_1343	biotype=protein_coding
ECDH10B_1344	biotype=protein_coding
ECDH10B_1345	biotype=protein_coding
ECDH10B_1346	1
ECDH10B_1347	2
ECDH10B_1348	W
ECDH10B_1349	B
ECDH10B_1350	C
ECDH10B_1351	D
ECDH10B_1353	cynS
ECDH10B_1354	cynX
ECDH10B_1355	lacA
ECDH10B_1356	lacY
ECDH10B_1357	lacI
ECDH10B_1358	mhpR
ECDH10B_1359	mhpA
ECDH10B_1360	mhpB
ECDH10B_1361	mhpC
ECDH10B_1362	tnpX
ECDH10B_1363	tnpR
ECDH10B_1364	tnpA
ECDH10B_1366	yciI
ECDH10B_1367	tonB
ECDH10B_1368	yciA
ECDH10B_1369	yciB
ECDH10B_1370	yciC
ECDH10B_1371	ompW
ECDH10B_1372	yciE
ECDH10B_1373	yciF
ECDH10B_1374	yciG
ECDH10B_1375	trpA
ECDH10B_1376	trpB
ECDH10B_1377	trpC
ECDH10B_1378	trpD
ECDH10B_1379	trpE
ECDH10B_1380	trpL
ECDH10B_1381	trpH
ECDH10B_1382	yciO
ECDH10B_1383	yciQ
ECDH10B_1384	rluB
ECDH10B_1385	btuR
ECDH10B_1386	yciK
ECDH10B_1387	sohB
ECDH10B_1388	yciN
ECDH10B_1389	topA
ECDH10B_1390	cysB
ECDH10B_1391	ymiA
ECDH10B_1392	yciX
EBG00001089656	STnc180
ECDH10B_1393	acnA
ECDH10B_1394	ribA
ECDH10B_1395	pgpB
ECDH10B_1396	yciS
ECDH10B_1397	yciM
ECDH10B_1398	pyrF
ECDH10B_1399	yciH
ECDH10B_1400	osmB
ECDH10B_1401	yciT
ECDH10B_1402	gmr
ECDH10B_1403	rnb
ECDH10B_1404	yciW
ECDH10B_1405	fabI
ECDH10B_1406	ycjD
ECDH10B_1407	sapF
ECDH10B_1408	sapD
ECDH10B_1409	sapC
ECDH10B_1410	sapB
ECDH10B_1411	sapA
ECDH10B_1412	ymjA
ECDH10B_1413	puuP
ECDH10B_1414	puuA
ECDH10B_1415	puuD
ECDH10B_1416	puuR
ECDH10B_1417	puuC
ECDH10B_1418	puuB
ECDH10B_1419	puuE
ECDH10B_1420	pspF
ECDH10B_1421	pspA
ECDH10B_1422	pspB
ECDH10B_1423	pspC
ECDH10B_1424	pspD
ECDH10B_1425	pspE
ECDH10B_1426	ycjM
ECDH10B_1427	ycjN
ECDH10B_1428	ycjO
ECDH10B_1429	ycjP
ECDH10B_1430	ycjQ
ECDH10B_1431	ycjR
ECDH10B_1432	ycjS
ECDH10B_1433	ycjT
ECDH10B_1434	ycjU
ECDH10B_1438	ompG
ECDH10B_1439	ycjW
ECDH10B_1440	ycjX
ECDH10B_1441	ycjF
ECDH10B_1442	tyrR
ECDH10B_1443	tpx
ECDH10B_1444	ycjG
ECDH10B_1445	mpaA
ECDH10B_1446	ymjC
ECDH10B_1447	ycjY
ECDH10B_1448	ycjZ
ECDH10B_1449	mppA
ECDH10B_1450	ynaI
ECDH10B_1451	insH-4
ECDH10B_1452	ynaJ
ECDH10B_1453	uspE
ECDH10B_1454	fnr
ECDH10B_1455	ogt
ECDH10B_1456	abgT
ECDH10B_1457	abgB
ECDH10B_1458	abgA
ECDH10B_1459	abgR
EBG00001089608	IS061
ECDH10B_1461	ydaL
ECDH10B_1462	ydaM
ECDH10B_1463	ydaN
EBG00001089720	frnS
ECDH10B_1464	dbpA
ECDH10B_1465	ttcA
ECDH10B_1466	intR
ECDH10B_1467	ydaQ
ECDH10B_1468	ydaC
ECDH10B_1469	lar
ECDH10B_1470	recT
ECDH10B_1471	recE
ECDH10B_1472	racC
ECDH10B_1473	ydaE
ECDH10B_1474	kilR
ECDH10B_1475	sieB
ECDH10B_1476	ydaF
ECDH10B_1477	ydaG
ECDH10B_1478	racR
ECDH10B_1479	ydaS
ECDH10B_1480	ydaT
ECDH10B_1481	ydaU
ECDH10B_1482	ydaV
ECDH10B_1483	ydaW
ECDH10B_1484	rzpR
ECDH10B_1485	rzoR
ECDH10B_1486	trkG
ECDH10B_1487	ynaK
ECDH10B_1488	ydaY
ECDH10B_1489	ynaA
ECDH10B_1492	insH-5
ECDH10B_1494	stfR
ECDH10B_1495	tfaR
ECDH10B_1496	pinR
ECDH10B_1497	ynaE
ECDH10B_1499	uspF
ECDH10B_1500	ompN
EBG00001089539	MicC
ECDH10B_1502	ydbK
ECDH10B_1503	ydbJ
ECDH10B_1504	hslJ
ECDH10B_1505	ldhA
ECDH10B_1506	ydbH
ECDH10B_1507	ynbE
ECDH10B_1508	ydbL
ECDH10B_1509	feaR
ECDH10B_1510	feaB
ECDH10B_1511	tynA
ECDH10B_1512	maoC
ECDH10B_1513	paaA
ECDH10B_1514	paaB
ECDH10B_1515	paaC
ECDH10B_1516	paaD
ECDH10B_1517	paaE
ECDH10B_1518	paaF
ECDH10B_1519	paaG
ECDH10B_1520	paaH
ECDH10B_1521	paaI
ECDH10B_1522	paaJ
ECDH10B_1523	paaK
ECDH10B_1524	paaX
ECDH10B_1525	paaY
ECDH10B_1528	insD-2
ECDH10B_1529	insC-2
ECDH10B_1530	insI-2
ECDH10B_1532	ydbC
ECDH10B_1533	ydbD
ECDH10B_1534	ynbA
ECDH10B_1535	ynbB
ECDH10B_1536	ynbC
ECDH10B_1537	ynbD
ECDH10B_1538	azoR
ECDH10B_1539	hrpA
ECDH10B_1540	ydcF
ECDH10B_1541	aldA
ECDH10B_1544	cybB
EBG00001089526	RydC
ECDH10B_1545	ydcA
ECDH10B_1546	hokB
ECDH10B_1547	mokB
EBG00001089639	sok
ECDH10B_1549	trg
ECDH10B_1550	ydcI
ECDH10B_1551	ydcJ
ECDH10B_1552	mdoD
ECDH10B_1553	ydcH
ECDH10B_1554	rimL
ECDH10B_1555	ydcK
ECDH10B_1556	tehA
ECDH10B_1557	tehB
ECDH10B_1558	ydcL
ECDH10B_1562	ydcM
ECDH10B_1563	ydcO
ECDH10B_1564	ydcN
ECDH10B_1565	ydcP
ECDH10B_1566	yncJ
ECDH10B_1567	yncN
ECDH10B_1568	ydcQ
ECDH10B_1569	ydcR
ECDH10B_1570	ydcS
ECDH10B_1571	ydcT
ECDH10B_1572	ydcU
ECDH10B_1573	ydcV
ECDH10B_1574	ydcW
ECDH10B_1575	ydcX
ECDH10B_1576	ydcY
ECDH10B_1577	ydcZ
ECDH10B_1578	yncA
ECDH10B_1579	yncB
ECDH10B_1580	yncC
ECDH10B_1581	yncD
ECDH10B_1582	yncE
ECDH10B_1583	ansP
ECDH10B_1584	yncG
ECDH10B_1585	yncH
ECDH10B_1587	ydcD
ECDH10B_1591	ydcC
ECDH10B_1592	pptA
ECDH10B_1593	yddH
ECDH10B_1594	nhoA
ECDH10B_1595	yddE
ECDH10B_1596	narV
ECDH10B_1597	narW
ECDH10B_1598	narY
ECDH10B_1599	narZ
ECDH10B_1600	narU
ECDH10B_1601	yddJ
ECDH10B_1602	yddK
ECDH10B_1603	yddL
ECDH10B_1604	yddG
ECDH10B_1605	fdnG
ECDH10B_1606	fdnH
ECDH10B_1607	fdnI
ECDH10B_1608	yddM
ECDH10B_1609	adhP
ECDH10B_1610	maeA
ECDH10B_1611	sra
ECDH10B_1612	bdm
ECDH10B_1613	osmC
ECDH10B_1614	ddpF
ECDH10B_1615	ddpD
ECDH10B_1616	ddpC
ECDH10B_1617	ddpB
ECDH10B_1618	ddpA
ECDH10B_1619	ddpX
ECDH10B_1620	dos
ECDH10B_1621	yddV
ECDH10B_1622	yddW
ECDH10B_1623	gadC
ECDH10B_1624	gadB
ECDH10B_1625	pqqL
ECDH10B_1626	yddB
ECDH10B_1627	yddA
ECDH10B_1628	ydeM
ECDH10B_1629	ydeN
ECDH10B_1630	ydeO
ECDH10B_1631	ydeP
ECDH10B_1632	ydeQ
ECDH10B_1633	ydeR
ECDH10B_1636	yneL
ECDH10B_1638	hipA
ECDH10B_1639	hipB
ECDH10B_1640	ydeU
ECDH10B_1641	ydeK
ECDH10B_1642	lsrK
ECDH10B_1643	lsrR
ECDH10B_1644	lsrA
ECDH10B_1645	lsrC
ECDH10B_1646	lsrD
ECDH10B_1647	lsrB
ECDH10B_1648	lsrF
ECDH10B_1649	lsrG
ECDH10B_1650	tam
ECDH10B_1651	yneE
ECDH10B_1653	yneF
ECDH10B_1654	yneG
ECDH10B_1655	yneH
ECDH10B_1656	yneI
ECDH10B_1657	yneJ
ECDH10B_1658	yneK
ECDH10B_1659	ydeA
ECDH10B_1660	marC
ECDH10B_1661	marR
ECDH10B_1662	marA
ECDH10B_1663	marB
ECDH10B_1664	eamA
ECDH10B_1665	ydeE
EBG00001089590	STnc560
ECDH10B_1666	ydeH
ECDH10B_1667	ydeI
ECDH10B_1668	ydeJ
ECDH10B_1669	dcp
ECDH10B_1670	ydfG
ECDH10B_1671	ydfH
ECDH10B_1672	ydfZ
ECDH10B_1673	ydfI
ECDH10B_1674	ydfJ
ECDH10B_1675	ydfK
ECDH10B_1676	pinQ
ECDH10B_1677	tfaQ
ECDH10B_1678	stfQ
ECDH10B_1679	nohA
ECDH10B_1680	ynfO
ECDH10B_1681	ydfO
ECDH10B_1682	gnsB
ECDH10B_1683	ynfN
ECDH10B_1684	cspI
ECDH10B_1685	ydfP
ECDH10B_1686	ydfQ
ECDH10B_1687	ydfR
ECDH10B_1688	essQ
ECDH10B_1689	cspB
ECDH10B_1690	cspF
ECDH10B_1691	ydfT
ECDH10B_1693	rem
ECDH10B_1694	hokD
ECDH10B_1695	relE
ECDH10B_1696	relB
ECDH10B_1697	ydfV
ECDH10B_1698	flxA
ECDH10B_1699	ydfW
ECDH10B_1700	ydfX
ECDH10B_1701	dicC
ECDH10B_1702	dicA
ECDH10B_1703	ydfA
ECDH10B_1704	ydfB
ECDH10B_1705	ydfC
EBG00001089563	DicF
ECDH10B_1707	dicB
ECDH10B_1708	ydfD
ECDH10B_1709	ydfE
ECDH10B_1713	rspB
ECDH10B_1714	rspA
ECDH10B_1715	ynfA
ECDH10B_1716	ynfB
ECDH10B_1717	speG
ECDH10B_1718	ynfC
ECDH10B_1719	ynfD
ECDH10B_1720	ynfE
ECDH10B_1721	ynfF
ECDH10B_1722	ynfG
ECDH10B_1723	ynfH
ECDH10B_1724	dmsD
ECDH10B_1725	clcB
ECDH10B_1726	ynfK
ECDH10B_1727	dgsA
ECDH10B_1728	ynfL
ECDH10B_1729	ynfM
ECDH10B_1730	asr
ECDH10B_1731	ydgD
ECDH10B_1732	mdtI
ECDH10B_1733	mdtJ
ECDH10B_1734	tqsA
ECDH10B_1735	pntB
ECDH10B_1736	pntA
ECDH10B_1737	ydgH
ECDH10B_1738	ydgI
ECDH10B_1739	folM
ECDH10B_1740	ydgC
ECDH10B_1741	rstA
ECDH10B_1742	rstB
ECDH10B_1743	tus
ECDH10B_1744	fumC
ECDH10B_1745	fumA
ECDH10B_1746	manA
ECDH10B_1747	ydgA
ECDH10B_1748	uidC
ECDH10B_1749	uidB
ECDH10B_1750	uidA
ECDH10B_1751	uidR
ECDH10B_1752	hdhA
ECDH10B_1753	malI
ECDH10B_1754	malX
ECDH10B_1755	malY
ECDH10B_1756	add
ECDH10B_1757	ydgJ
ECDH10B_1759	ydgT
ECDH10B_1760	ydgK
ECDH10B_1761	rsxA
ECDH10B_1762	rsxB
ECDH10B_1763	rsxC
ECDH10B_1764	rsxD
ECDH10B_1765	rsxG
ECDH10B_1766	rsxE
ECDH10B_1767	nth
ECDH10B_1768	tppB
ECDH10B_1769	gst
ECDH10B_1770	pdxY
ECDH10B_1771	tyrS
ECDH10B_1772	pdxH
ECDH10B_1773	ydhA
ECDH10B_1774	anmK
ECDH10B_1775	slyB
ECDH10B_1776	slyA
ECDH10B_1778	ydhJ
ECDH10B_1779	ydhK
ECDH10B_1780	sodC
ECDH10B_1781	ydhF
ECDH10B_1782	ydhL
ECDH10B_1783	ydhM
ECDH10B_1784	nemA
ECDH10B_1785	gloA
ECDH10B_1786	rnt
ECDH10B_1787	lhr
ECDH10B_1788	grxD
ECDH10B_1789	ydhO
ECDH10B_1790	sodB
ECDH10B_1791	ydhP
EBG00001089697	STnc550
ECDH10B_1793	ydhB
ECDH10B_1794	ydhC
ECDH10B_1795	cfa
ECDH10B_1796	ribC
ECDH10B_1797	mdtK
ECDH10B_1798	ydhQ
EBG00001089576	HPnc0260
ECDH10B_1801	ydhR
ECDH10B_1802	ydhS
ECDH10B_1803	ydhT
ECDH10B_1804	ydhU
ECDH10B_1805	ydhX
ECDH10B_1806	ydhW
ECDH10B_1807	ydhV
ECDH10B_1808	ydhY
ECDH10B_1809	ydhZ
ECDH10B_1810	pykF
ECDH10B_1811	lpp
ECDH10B_1812	ynhG
ECDH10B_1813	sufE
ECDH10B_1814	sufS
ECDH10B_1815	sufD
ECDH10B_1816	sufC
ECDH10B_1817	sufB
ECDH10B_1818	sufA
EBG00001089540	rydB
ECDH10B_1820	ydiH
ECDH10B_1821	ydiI
ECDH10B_1822	ydiJ
ECDH10B_1823	ydiK
EBG00001089536	RprA
ECDH10B_1825	ydiL
ECDH10B_1826	ydiM
ECDH10B_1827	ydiN
ECDH10B_1828	ydiB
ECDH10B_1829	aroD
ECDH10B_1831	ydiO
ECDH10B_1832	ydiP
ECDH10B_1833	ydiQ
ECDH10B_1834	ydiR
ECDH10B_1835	ydiS
ECDH10B_1836	ydiT
ECDH10B_1837	ydiD
ECDH10B_1838	pps
ECDH10B_1839	ydiA
ECDH10B_1840	aroH
ECDH10B_1841	ydiE
ECDH10B_1842	ydiU
ECDH10B_1843	ydiV
ECDH10B_1844	nlpC
ECDH10B_1845	btuD
ECDH10B_1846	btuE
ECDH10B_1847	btuC
EBG00001089694	STnc540
ECDH10B_1848	ihfA
ECDH10B_1849	pheT
ECDH10B_1850	pheS
ECDH10B_1851	pheM
ECDH10B_1852	rplT
ECDH10B_1853	rpmI
ECDH10B_1855	thrS
ECDH10B_1859	yniD
ECDH10B_1860	ydiY
ECDH10B_1861	pfkB
ECDH10B_1862	ydiZ
ECDH10B_1863	yniA
ECDH10B_1864	yniB
ECDH10B_1865	yniC
ECDH10B_1866	ydjM
ECDH10B_1867	ydjN
ECDH10B_1868	ydjO
ECDH10B_1869	cedA
ECDH10B_1870	katE
ECDH10B_1871	chbG
ECDH10B_1872	chbF
ECDH10B_1873	chbR
ECDH10B_1874	chbA
ECDH10B_1875	chbC
ECDH10B_1876	chbB
ECDH10B_1877	osmE
ECDH10B_1878	nadE
ECDH10B_1879	cho
ECDH10B_1880	ydjR
ECDH10B_1881	spy
ECDH10B_1882	astE
ECDH10B_1883	astB
ECDH10B_1884	astD
ECDH10B_1885	astA
ECDH10B_1886	astC
ECDH10B_1887	xthA
ECDH10B_1888	ydjX
ECDH10B_1889	ydjY
ECDH10B_1890	ydjZ
ECDH10B_1891	ynjA
ECDH10B_1892	ynjB
ECDH10B_1893	ynjC
ECDH10B_1894	ynjD
ECDH10B_1895	ynjE
ECDH10B_1896	ynjF
ECDH10B_1897	nudG
ECDH10B_1898	ynjH
ECDH10B_1899	gdhA
ECDH10B_1900	ynjI
ECDH10B_1901	topB
ECDH10B_1902	selD
ECDH10B_1903	ydjA
ECDH10B_1904	sppA
ECDH10B_1905	ansA
ECDH10B_1906	pncA
ECDH10B_1907	ydjE
ECDH10B_1908	ydjF
ECDH10B_1909	ydjG
ECDH10B_1910	ydjH
ECDH10B_1912	ydjJ
ECDH10B_1913	ydjK
ECDH10B_1914	ydjL
ECDH10B_1915	yeaC
ECDH10B_1916	msrB
ECDH10B_1917	gapA
ECDH10B_1918	yeaD
ECDH10B_1919	yeaE
ECDH10B_1920	mipA
ECDH10B_1921	yeaG
ECDH10B_1922	yeaH
ECDH10B_1923	yeaI
ECDH10B_1924	yeaJ
ECDH10B_1925	yeaK
ECDH10B_1926	yoaI
ECDH10B_1927	yeaL
ECDH10B_1928	yeaM
ECDH10B_1929	yeaN
ECDH10B_1930	yeaO
ECDH10B_1931	yoaF
ECDH10B_1932	yeaP
ECDH10B_1933	yeaQ
ECDH10B_1934	yoaG
ECDH10B_1935	yeaR
ECDH10B_1936	yeaS
ECDH10B_1937	yeaT
ECDH10B_1938	yeaU
ECDH10B_1939	yeaV
ECDH10B_1940	yeaW
ECDH10B_1941	yeaX
ECDH10B_1942	rnd
EBG00001089634	sroD
ECDH10B_1943	fadD
ECDH10B_1944	yeaY
ECDH10B_1945	yeaZ
ECDH10B_1946	yoaA
ECDH10B_1947	yoaB
ECDH10B_1948	yoaC
ECDH10B_1949	yoaH
ECDH10B_1951	yeaB
ECDH10B_1952	sdaA
ECDH10B_1953	yoaD
ECDH10B_1954	yoaE
ECDH10B_1955	manX
ECDH10B_1956	manY
ECDH10B_1957	manZ
ECDH10B_1958	yobD
ECDH10B_1959	yebN
ECDH10B_1960	rrmA
ECDH10B_1961	cspC
ECDH10B_1962	yobF
ECDH10B_1963	yebO
ECDH10B_1964	yobG
ECDH10B_1965	yobH
ECDH10B_1966	kdgR
ECDH10B_1967	yebQ
ECDH10B_1968	htpX
ECDH10B_1969	prc
ECDH10B_1970	proQ
ECDH10B_1971	yebR
ECDH10B_1972	yebS
ECDH10B_1973	yebT
ECDH10B_1974	yebU
ECDH10B_1975	yebV
ECDH10B_1976	yebW
ECDH10B_1977	pphA
EBG00001089610	SraC_RyeA
ECDH10B_1980	yebY
ECDH10B_1981	yebZ
ECDH10B_1982	yobA
ECDH10B_1983	holE
ECDH10B_1984	yobB
ECDH10B_1985	exoX
ECDH10B_1986	ptrB
ECDH10B_1987	yebE
ECDH10B_1988	yebF
ECDH10B_1989	yebG
ECDH10B_1990	purT
ECDH10B_1991	eda
ECDH10B_1992	edd
ECDH10B_1993	zwf
ECDH10B_1994	yebK
ECDH10B_1995	pykA
ECDH10B_1996	lpxM
ECDH10B_1997	yebA
ECDH10B_1998	znuA
ECDH10B_1999	znuC
ECDH10B_2000	znuB
ECDH10B_2001	ruvB
ECDH10B_2002	ruvA
ECDH10B_2003	yebB
ECDH10B_2004	ruvC
ECDH10B_2005	yebC
ECDH10B_2006	nudB
ECDH10B_2007	aspS
ECDH10B_2008	yecD
ECDH10B_2009	yecE
ECDH10B_2010	yecN
ECDH10B_2011	yecO
ECDH10B_2012	yecP
ECDH10B_2013	torZ
ECDH10B_2014	torY
ECDH10B_2015	cutC
ECDH10B_2016	yecM
ECDH10B_2017	argS
ECDH10B_2018	yecT
ECDH10B_2019	flhE
ECDH10B_2020	flhA
ECDH10B_2021	flhB
ECDH10B_2022	cheZ
ECDH10B_2023	cheY
ECDH10B_2024	cheB
ECDH10B_2025	cheR
ECDH10B_2026	tap
ECDH10B_2027	tar
EBG00001089630	C0465
ECDH10B_2028	cheW
ECDH10B_2030	motB
ECDH10B_2031	motA
ECDH10B_2033	flhD
ECDH10B_2036	yecG
ECDH10B_2037	otsA
ECDH10B_2038	otsB
ECDH10B_2039	araH
ECDH10B_2040	araG
ECDH10B_2041	araF
ECDH10B_2042	yecI
ECDH10B_2043	yecJ
ECDH10B_2045	yecR
ECDH10B_2046	ftn
ECDH10B_2047	yecH
ECDH10B_2048	tyrP
ECDH10B_2049	yecA
ECDH10B_2053	pgsA
ECDH10B_2054	uvrC
ECDH10B_2055	uvrY
ECDH10B_2056	yecF
ECDH10B_2057	sdiA
ECDH10B_2058	yecC
ECDH10B_2059	yecS
ECDH10B_2060	dcyD
ECDH10B_2061	fliY
ECDH10B_2062	fliZ
ECDH10B_2063	fliA
ECDH10B_2065	fliD
ECDH10B_2066	fliS
ECDH10B_2067	fliT
